ID,Review,Category,Sentiment Score
939,"I watched a film called ""Broken Skyline"" recently. I left mildly disappointed and unconvinced it was worth the time. The story wandered in places but had a clear emotional core. Nothing about it felt accidental, even when it stumbled.",Movie,2
940,"I spent the week watching a series named ""Parallel Rooms"". It was fine overall, with a mix of highs and lows. Some filler episodes could have been trimmed or reworked. It reminded me how small choices can shape an entire experience.",TV Show,3
941,"I had a meal at a place called La Calle Verde last night. The overall quality was strong, with only minor issues. Service was attentive without being intrusive, which stood out. I’m still deciding how much of it will actually stick with me.",Restaurant,4
942,"I’ve been using the PulseFit Tracker for a little while now. The idea had potential, but the delivery was clumsy. Small design touches showed that someone cared about daily use. Nothing about it felt accidental, even when it stumbled.",Product,2
943,"I’ve been using the PulseFit Tracker for a little while now. It struck a nice balance between entertainment and substance. The instructions were vague, but setup was still manageable. I’m still deciding how much of it will actually stick with me.",Product,4
944,"I had a meal at a place called Riverside Hearth last night. The idea had potential, but the delivery was clumsy. Service was attentive without being intrusive, which stood out. There were details I only noticed after reflecting on it later.",Restaurant,2
945,"I went to see a stage show titled ""Borrowed Voices"". This was outstanding and held my attention the entire time. The staging was creative given the limitations of the space. There were details I only noticed after reflecting on it later.",Theatre Production,5
946,"I went to see a stage show titled ""Midnight Station"". Nothing groundbreaking, but it kept me reasonably engaged. Lighting and set design worked together beautifully. I’m still deciding how much of it will actually stick with me.",Theatre Production,3
947,"I watched a film called ""Last Signal"" recently. Nothing groundbreaking, but it kept me reasonably engaged. The story wandered in places but had a clear emotional core. There were details I only noticed after reflecting on it later.",Movie,3
948,"I had a meal at a place called Blue Lantern Bistro last night. I left mildly disappointed and unconvinced it was worth the time. Service was attentive without being intrusive, which stood out. Nothing about it felt accidental, even when it stumbled.",Restaurant,2
949,"I had a meal at a place called Riverside Hearth last night. Some parts were okay, yet most of it fell flat. Service was attentive without being intrusive, which stood out. It reminded me how small choices can shape an entire experience.",Restaurant,2
950,"I went to see a stage show titled ""Midnight Station"". I would happily recommend this to friends. The staging was creative given the limitations of the space. Nothing about it felt accidental, even when it stumbled.",Theatre Production,4
